SERIALNO,hhnum,PUMA,REGION,NP,NW,HHINCADJ,WGTP,HTYPE
2013000049332,501,01000,1,2,2,71152.057,13,SF
2013000049351,502,01322,1,2,2,409920.806,15,MF
2013000049490,503,01322,1,4,1,42478.84,36,MF
2013000049512,504,00100,1,1,0,9026.7535,16,MF
2013000049683,505,00600,1,2,1,109807.8014,10,SF
2013000049797,506,00902,1,4,2,62656.289,13,SF
2013000049833,507,01321,1,2,1,19115.478,40,DUP
2013000050107,508,00901,1,1,0,22088.9968,10,SF
2013000050114,509,00500,1,1,0,19540.2664,18,SF
2013000050141,510,01305,1,3,2,127436.52,25,SF
2013000050153,511,01303,1,2,2,25487.304,13,SF
2013000050179,512,01200,1,6,1,91435.7031,13,SF
2013000050246,513,00400,1,3,1,50125.0312,25,SF
2013000050276,514,00704,1,2,0,62762.4861,15,MF
2013000050300,515,00400,1,1,0,9770.1332,23,SF
2013000050320,516,01322,1,2,2,99506.6827,13,SF
2013000050507,517,01200,1,5,2,25699.6982,36,SF
2013000050528,518,01000,1,1,0,14018.0172,11,MH
2013000050609,519,01000,1,1,0,2017.7449,13,SF
2013000050702,520,00200,1,1,0,10407.3158,6,SF
2013000050729,521,01316,1,3,1,24743.9243,22,MH
2013000051016,522,00703,1,1,0,19965.0548,22,MH
2013000051227,523,00704,1,1,1,129560.462,25,SF
2013000051268,524,00300,1,1,0,17203.9302,2,MH
2013000051269,525,01323,1,3,2,4672.6724,12,SF
2013000051399,526,01314,1,2,1,212394.2,17,SF
2013000051411,527,00100,1,3,2,95577.39,2,SF
2013000051441,528,00100,1,2,1,51080.8051,5,MH
2013000051571,529,00200,1,2,2,290980.054,20,SF
2013000051636,530,00200,1,2,1,11097.59695,9,SF
2013000051646,531,00600,1,2,1,11363.0897,8,SF
2013000052137,532,01105,1,2,1,24212.9388,42,MF
2013000052139,533,01302,1,1,0,15504.7766,23,MF
2013000052171,534,00703,1,2,0,93071.13844,15,MH
2013000052235,535,00600,1,2,1,37168.985,20,MF
2013000052477,536,00705,1,1,1,71258.2541,11,MF
2013000052478,537,01314,1,1,1,53948.1268,15,MF
2013000052493,538,00400,1,2,1,31859.13,28,MF
2013000052513,539,01104,1,1,1,12000.2723,15,SF
2013000052644,540,01322,1,1,1,78585.854,29,MF
2013000052692,541,00200,1,7,1,47363.9066,13,SF
2013000052806,542,00300,1,1,0,12743.652,13,SF
2013000052920,543,00100,1,1,0,14018.0172,14,MF
2013000052984,544,01319,1,4,2,131949.89675,26,SF
2013000053148,545,01317,1,3,1,25487.304,13,SF
2013000053418,546,00902,1,1,0,11065.73782,24,SF
2013000053614,547,01314,1,3,2,753999.41,21,SF
2013000053616,548,00704,1,2,1,35682.2256,20,MF
2013000053637,549,00100,1,1,0,14442.8056,5,SF
2013000053673,550,00703,1,2,1,188712.2467,14,SF
2013000053931,551,01318,1,3,3,125312.578,21,SF
2013000053932,552,00600,1,1,1,50974.608,40,SF
2013000054069,553,00902,1,2,1,46195.7385,24,SF
2013000054307,554,00800,1,2,1,90511.78833,6,SF
2013000054360,555,00300,1,2,1,43540.811,7,MH
2013000054371,556,01000,1,2,0,47363.9066,24,SF
2013000054488,557,00600,1,4,2,74337.97,26,SF
2013000054527,558,01324,1,4,2,140180.172,21,SF
2013000054531,559,01104,1,8,2,46992.21675,25,SF
2013000054554,560,00500,1,2,0,22513.7852,3,MH
2013000054619,561,01103,1,2,0,36850.3937,25,MF
2013000054736,562,00500,1,2,1,43009.8255,17,MH
2013000054745,563,01314,1,2,1,90267.535,26,SF
2013000054841,564,00100,1,2,0,69665.2976,14,SF
2013000054854,565,00500,1,1,1,22301.391,17,SF
2013000054943,566,00400,1,2,0,14442.8056,54,SF
2013000055209,567,00703,1,2,0,60532.347,15,SF
2013000055333,568,00902,1,2,2,106621.8884,8,SF
2013000055378,569,01318,1,1,1,3015.99764,17,MH
2013000055471,570,00100,1,4,2,70939.6628,48,MH
2013000055473,571,01303,1,1,1,77523.883,37,SF
2013000055482,572,00400,1,5,2,96639.361,25,SF
2013000055644,573,01105,1,2,1,141242.143,12,SF
2013000055666,574,01314,1,1,1,95577.39,12,SF
2013000055674,575,00704,1,1,1,37168.985,24,MF
2013000055891,576,00703,1,3,0,5607.20688,11,SF
2013000055998,577,01302,1,2,2,47788.695,8,SF
2013000056021,578,01314,1,2,2,127542.7171,21,SF
2013000056041,579,00600,1,1,1,47788.695,24,SF
2013000056454,580,00705,1,1,0,15929.565,41,MF
2013000056492,581,01321,1,4,1,104604.1435,22,SF
2013000056509,582,01305,1,1,1,69028.115,13,SF
2013000056620,583,01104,1,1,1,33335.26969,22,SF
2013000056630,584,01305,1,3,1,285468.42451,15,SF
2013000057011,585,01103,1,2,1,61594.318,22,MF
2013000057038,586,00800,1,2,1,63718.26,25,SF
2013000057114,587,01000,1,6,1,28991.8083,28,SF
2013000057150,588,01321,1,1,0,60319.9528,13,SF
2013000057196,589,00500,1,3,3,45983.3443,26,SF
2013000057316,590,00500,1,1,0,22938.5736,4,MF
2013000057675,591,00901,1,1,0,50974.608,19,SF
2013000057719,592,00200,1,2,2,87081.622,18,SF
2013000057749,593,01200,1,2,2,157171.708,5,SF
2013000057897,594,00800,1,1,1,18053.507,6,MH
2013000057935,595,00800,1,3,1,44602.782,22,SF
2013000057985,596,00500,1,2,1,55647.2804,13,SF
2013000058107,597,00800,1,4,3,65842.202,3,SF
2013000058153,598,01200,1,3,1,77736.2772,9,SF
2013000058408,599,00200,1,2,0,36107.014,11,SF
2013000058493,600,00703,1,2,1,25699.6982,33,SF
2013000058808,601,01103,1,4,0,3610.7014,41,SF
2013000058847,602,00100,1,2,0,33452.0865,8,SF
2013000058875,603,01105,1,5,1,52036.579,15,SF
2013000059018,604,01302,1,2,0,637.1826,12,MF
2013000059056,605,01200,1,2,0,24106.7417,8,SF
2013000059081,606,00703,1,2,0,171295.9223,12,SF
2013000059123,607,00704,1,5,2,159295.65,14,SF
2013000059250,608,01314,1,1,0,357884.227,19,MF
2013000059258,609,01305,1,1,0,17416.3244,28,MF
2013000059299,610,01200,1,2,2,89736.5495,18,SF
2013000059300,611,00703,1,4,1,106197.1,15,SF
2013000059346,612,01103,1,3,2,127436.52,29,DUP
2013000059485,613,01317,1,2,0,26443.0779,22,SF
2013000059790,614,00500,1,2,0,12425.0607,10,SF
2013000059873,615,00600,1,3,1,75930.9265,3,SF
2013000059952,616,00500,1,2,0,36956.5908,6,MH
2013000060080,617,01000,1,2,2,91329.506,31,SF
2013000060141,618,01320,1,1,0,14124.2143,13,SF
2013000060186,619,00200,1,2,0,18881.84438,11,SF
2013000060223,620,00100,1,2,2,144481.15455,40,MH
2013000060235,621,01200,1,2,0,84957.68,9,SF
2013000060263,622,01104,1,1,0,41947.8545,17,MF
2013000060424,623,01200,1,2,2,107843.15505,7,SF
2013000060596,624,01302,1,3,0,1380.5623,15,SF
2013000060631,625,01323,1,2,2,38230.956,17,MF
2013000060947,626,01301,1,2,1,119153.1462,12,SF
2013000060975,627,01104,1,4,3,105135.129,77,SF
2013000061017,628,01316,1,4,1,107259.071,22,SF
2013000061197,629,01105,1,2,2,73116.70335,13,DUP
2013000061284,630,00100,1,2,1,51080.8051,10,SF
2013000061325,631,00500,1,1,0,15292.3824,2,SF
2013000061358,632,01316,1,2,1,16672.9447,14,SF
2013000061829,633,00703,1,1,1,10301.1187,27,MF
2013000061920,634,01105,1,1,0,13487.0317,18,SF
2013000062069,635,01103,1,2,2,95577.39,13,SF
2013000062206,636,00600,1,1,0,31859.13,22,DUP
2013000062476,637,00400,1,4,2,140180.172,31,SF
2013000062512,638,00600,1,5,0,16672.9447,23,SF
2013000062716,639,00704,1,5,0,12000.2723,26,MH
2013000062884,640,01314,1,5,2,276112.46,45,SF
2013000063161,641,00300,1,3,1,39186.7299,13,SF
2013000063294,642,00705,1,2,1,65205.0194,12,SF
2013000063422,643,01200,1,2,0,24850.1214,17,MH
2013000063564,644,00703,1,1,0,16035.7621,12,SF
2013000063621,645,00703,1,3,2,37699.9705,73,SF
2013000063751,646,00500,1,2,2,50549.8196,7,SF
2013000063770,647,01104,1,1,0,63240.37305,39,MF
2013000063874,648,01302,1,4,4,62656.289,6,SF
2013000063880,649,01324,1,4,1,205077.21981,18,SF
2013000063943,650,00800,1,1,1,76461.912,21,SF
2013000064228,651,01000,1,2,1,51717.9877,30,SF
2013000064311,652,01321,1,3,1,30797.159,4,SF
2013000064317,653,00400,1,1,0,30053.7793,26,SF
2013000064318,654,01302,1,2,0,52833.05725,10,SF
2013000064435,655,01104,1,6,2,377212.0992,23,SF
2013000064446,656,01316,1,4,0,21345.6171,18,SF
2013000064576,657,01314,1,2,0,52248.9732,7,SF
2013000064584,658,01303,1,2,2,60536.594884,45,SF
2013000064645,659,00100,1,2,2,49806.4399,34,SF
2013000064649,660,01105,1,6,1,23469.5591,28,SF
2013000064787,661,00800,1,1,0,11256.8926,18,MH
2013000064822,662,00200,1,2,0,45877.1472,2,SF
2013000064992,663,01104,1,1,0,12743.652,22,MF
2013000064996,664,01305,1,1,1,22088.9968,12,MF
2013000065053,665,01000,1,2,2,112568.926,15,SF
2013000065136,666,01314,1,1,0,16991.536,26,MF
2013000065492,667,01301,1,1,1,42776.19188,10,SF
2013000065495,668,01321,1,6,1,44602.782,28,SF
2013000065530,669,01305,1,2,2,25487.304,17,MF
2013000065562,670,01305,1,1,1,84957.68,25,SF
2013000065629,671,01302,1,3,1,60319.9528,14,SF
2013000065638,672,01105,1,2,2,158977.0587,13,SF
2013000065692,673,01323,1,1,1,45346.1617,22,SF
2013000065699,674,00600,1,2,1,114268.0796,20,SF
2013000065701,675,00200,1,1,0,50337.4254,2,SF
2013000065760,676,01305,1,1,1,24425.333,13,MF
2013000066102,677,01320,1,4,2,121064.694,8,SF
2013000066136,678,00200,1,4,2,80922.1902,1,SF
2013000066300,679,01200,1,1,1,61488.1209,18,SF
2013000066311,680,01314,1,2,2,107790.0565,66,DUP
2013000066347,681,00500,1,2,1,144959.0415,8,SF
2013000066501,682,01318,1,4,2,187756.4728,14,SF
2013000066535,683,00705,1,1,0,29310.3996,11,SF
2013000066541,684,01323,1,2,0,67966.144,17,SF
2013000066545,685,01323,1,3,0,10194.9216,22,MF
2013000066593,686,00300,1,2,0,40461.0951,10,SF
2013000066750,687,00200,1,2,0,8177.1767,12,MF
2013000067174,688,01322,1,4,1,94515.419,16,SF
2013000067178,689,01324,1,3,2,114055.6854,15,SF
2013000067247,690,01314,1,2,2,141242.143,13,SF
2013000067312,691,00400,1,2,0,40779.6864,19,MH
2013000067484,692,01105,1,6,2,50337.4254,24,SF
2013000067500,693,00100,1,1,1,44815.1762,16,MH
2013000067568,694,00100,1,2,0,85170.0742,16,SF
2013000067695,695,00100,1,2,1,21027.0258,14,SF
2013000067720,696,01314,1,2,2,28673.217,34,MF
2013000067744,697,01302,1,2,1,53608.29608,42,SF
2013000067828,698,01104,1,4,2,121064.694,27,SF
2013000067942,699,01303,1,3,2,84957.68,11,SF
2013000067968,700,01104,1,3,1,66266.9904,11,MF
2013000067970,701,00901,1,1,1,27611.246,10,SF
2013000068223,702,00500,1,3,1,23363.362,4,SF
2013000068265,703,00600,1,3,1,49700.2428,13,SF
2013000068344,704,01319,1,1,1,148675.94,14,SF
2013000068383,705,00500,1,1,1,25487.304,8,SF
2013000068507,706,01303,1,4,2,155047.766,14,SF
2013000068541,707,01305,1,1,1,29310.3996,15,MF
2013000068627,708,00500,1,5,1,118940.752,13,SF
2013000068648,709,01305,1,1,0,37168.985,16,MF
2013000068800,710,00705,1,2,2,70090.086,7,SF
2013000069133,711,01322,1,3,2,75612.3352,22,SF
2013000069164,712,01324,1,3,3,100887.245,21,SF
2013000069243,713,00703,1,1,1,79647.825,17,SF
2013000069300,714,01314,1,2,2,229385.736,18,MF
2013000069354,715,00300,1,3,1,95577.39,4,MH
2013000069388,716,00600,1,1,0,25827.13472,23,SF
2013000069433,717,01317,1,2,1,10789.62536,12,SF
2013000069550,718,00901,1,3,2,107471.4652,38,SF
2013000069709,719,00500,1,3,1,15292.3824,18,SF
2013000069853,720,01104,1,1,0,19115.478,34,MF
2013000069865,721,00200,1,2,2,76483.15142,2,SF
2013000069921,722,01319,1,3,1,88993.1698,25,SF
2013000070162,723,01103,1,2,2,174694.2295,19,SF
2013000070650,724,01302,1,1,0,9451.5419,13,SF
2013000070721,725,01324,1,4,2,115754.839,18,SF
2013000070924,726,00500,1,2,1,30053.7793,40,SF
2013000070947,727,01320,1,4,2,198609.81642,16,SF
2013000071098,728,00100,1,1,1,25296.14922,12,SF
2013000071111,729,00300,1,1,0,21982.7997,8,SF
2013000071205,730,00300,1,2,1,37699.9705,1,MH
2013000071295,731,01200,1,2,1,67966.144,20,SF
2013000071299,732,00703,1,2,2,21770.4055,11,SF
2013000071682,733,01323,1,1,1,76461.912,22,MH
2013000071705,734,00300,1,2,2,12817.98997,37,MH
2013000071827,735,01103,1,2,1,68603.3266,10,SF
2013000071865,736,01105,1,5,2,95152.6016,34,SF
2013000071912,737,01000,1,2,2,87081.622,8,SF
2013000072061,738,01303,1,2,2,82833.738,21,SF
2013000072148,739,00100,1,2,1,12743.652,31,SF
2013000072174,740,01105,1,1,0,10407.3158,64,SF
2013000072276,741,00901,1,1,0,18478.2954,10,SF
2013000072408,742,00901,1,2,0,26230.6837,14,MH
2013000072448,743,01104,1,1,1,530.9855,27,SF
2013000072499,744,00400,1,2,1,61700.5151,8,MH
2013000072562,745,00500,1,2,2,42478.84,69,SF
2013000072804,746,01103,1,2,1,12318.8636,27,MF
2013000073098,747,00600,1,2,0,5522.2492,12,SF
2013000073232,748,01316,1,2,1,80327.48644,14,SF
2013000073239,749,00600,1,1,0,0,10,MF
2013000073279,750,01305,1,1,0,16566.7476,15,SF
2013000073614,751,01321,1,4,1,40354.898,12,SF
2013000073629,752,00600,1,2,1,94940.2074,4,SF
2013000073790,753,01302,1,3,1,58939.3905,13,SF
2013000073910,754,00400,1,1,1,19752.6606,25,SF
2013000074002,755,00100,1,2,2,128498.491,6,SF
2013000074021,756,00600,1,2,2,19115.478,5,MH
2013000074101,757,00100,1,3,2,141985.5227,14,SF
2013000074192,758,01324,1,4,1,378592.6615,12,SF
2013000074197,759,01305,1,2,1,74337.97,24,MF
2013000074212,760,00600,1,2,0,88993.1698,13,SF
2013000074254,761,00100,1,2,2,198269.9857,13,SF
2013000074523,762,00902,1,4,2,129772.8562,23,SF
2013000074602,763,00300,1,2,0,42797.4313,24,SF
2013000074644,764,00901,1,1,1,37168.985,11,SF
2013000074806,765,01104,1,2,1,3929.2927,73,MF
2013000074927,766,01318,1,1,0,46641.76632,24,MF
2013000075232,767,01317,1,7,2,79647.825,16,SF
2013000075244,768,01319,1,3,2,433815.1535,20,SF
2013000075268,769,01200,1,1,0,14018.0172,13,MH
2013000075307,770,00500,1,1,0,34195.4662,6,SF
2013000075636,771,01200,1,2,0,62762.4861,19,SF
2013000075734,772,01302,1,1,1,28142.2315,35,SF
2013000075895,773,01318,1,3,3,59470.376,13,SF
2013000075996,774,01323,1,3,2,148251.1516,18,SF
2013000076019,775,01200,1,2,2,21876.6026,10,SF
2013000076134,776,01105,1,2,0,33983.072,14,MH
2013000076217,777,01200,1,2,2,61807.774171,20,SF
2013000076235,778,01317,1,1,0,27186.4576,23,SF
2013000076997,779,01314,1,1,0,0,18,SF
2013000077029,780,00705,1,3,2,38018.5618,5,SF
2013000077048,781,01321,1,4,2,54160.521,24,SF
2013000077195,782,01302,1,1,1,28248.4286,12,SF
2013000077365,783,00902,1,2,0,81877.9641,22,SF
2013000077480,784,00200,1,6,2,67435.1585,6,SF
2013000077659,785,00100,1,2,2,88249.7901,18,DUP
2013000077719,786,00705,1,1,0,11363.0897,6,SF
2013000077786,787,00100,1,2,1,138587.2155,14,SF
2013000077801,788,01318,1,2,0,24212.9388,14,MF
2013000077811,789,01105,1,2,2,143790.8734,17,SF
2013000077848,790,01319,1,2,2,148251.1516,21,SF
2013000077898,791,01320,1,2,1,134980.761984,23,SF
2013000078010,792,01324,1,1,0,24425.333,12,SF
2013000078012,793,00300,1,6,3,61063.3325,16,SF
2013000078109,794,00500,1,1,0,83895.709,15,SF
2013000078270,795,00703,1,2,2,129719.75765,13,SF
2013000078449,796,00705,1,3,3,136038.4851,10,SF
2013000078800,797,01322,1,1,0,45558.5559,10,SF
2013000079121,798,01200,1,3,1,64567.8368,2,SF
2013000079145,799,00800,1,2,1,63824.4571,73,SF
2013000079151,800,00703,1,2,1,57346.434,14,SF
2013000079302,801,00704,1,4,2,189137.0351,12,SF
2013000079575,802,01000,1,2,0,52036.579,16,SF
2013000079612,803,00901,1,3,0,26655.4721,45,SF
2013000079706,804,00600,1,6,2,74337.97,23,SF
2013000079798,805,01302,1,3,2,106197.1,22,SF
2013000079924,806,00703,1,1,0,23363.362,11,MF
2013000080060,807,01314,1,3,1,56178.2659,13,SF
2013000080189,808,00705,1,4,2,97701.332,10,SF
2013000080360,809,01316,1,6,2,94727.8132,55,SF
2013000080466,810,01317,1,2,1,87081.622,23,SF
2013000080494,811,01302,1,2,2,122126.665,19,SF
2013000080539,812,01320,1,1,1,12318.8636,15,MF
2013000080644,813,01104,1,1,0,30372.3706,11,SF
2013000080659,814,01323,1,4,2,129666.6591,15,SF
2013000080769,815,01314,1,2,1,4141.6869,26,MF
2013000080858,816,01318,1,2,0,52461.3674,20,SF
2013000080991,817,01301,1,2,2,139861.5807,14,SF
2013000081078,818,01323,1,5,3,40992.0806,15,SF
2013000081307,819,00300,1,2,2,89948.9437,6,SF
2013000081514,820,01316,1,1,0,29204.2025,11,SF
2013000081521,821,01324,1,3,2,103011.187,14,SF
2013000081599,822,00901,1,4,1,58026.09544,20,SF
2013000081753,823,00100,1,1,0,9239.1477,16,SF
2013000081792,824,00200,1,5,2,158446.0732,17,SF
2013000081803,825,01319,1,2,0,22938.5736,13,MH
2013000081840,826,01318,1,2,2,113630.897,16,SF
2013000081878,827,00800,1,1,0,15292.3824,29,SF
2013000081994,828,01320,1,3,2,165667.476,18,SF
2013000082001,829,00100,1,4,2,74337.97,5,SF
2013000082115,830,01318,1,2,0,55647.2804,27,SF
2013000082262,831,01301,1,3,2,85063.8771,12,SF
2013000082268,832,00100,1,6,2,235757.562,5,SF
2013000082346,833,00100,1,2,1,47342.66718,1,SF
2013000082467,834,01302,1,1,1,138056.23,16,SF
2013000082615,835,01103,1,4,1,33133.4952,64,MF
2013000082668,836,00200,1,1,0,26549.275,19,SF
2013000082688,837,01305,1,1,0,14867.594,7,SF
2013000082714,838,00200,1,2,0,68826.34051,3,SF
2013000082725,839,00500,1,4,2,71895.4367,28,SF
2013000082865,840,01318,1,2,2,66054.5962,12,SF
2013000082872,841,00800,1,2,1,34620.2546,19,SF
2013000082910,842,01302,1,1,1,86869.2278,13,SF
2013000082968,843,01301,1,3,3,38230.956,8,SF
2013000082991,844,01318,1,2,0,1486.7594,26,MF
2013000083029,845,00704,1,2,0,14761.3969,38,MF
2013000083238,846,01200,1,2,1,49487.8486,6,SF
2013000083248,847,00300,1,2,2,40354.898,12,MH
2013000083380,848,01321,1,1,0,81665.5699,9,SF
2013000083443,849,01324,1,1,1,106197.1,25,MF
2013000083506,850,00500,1,1,1,31859.13,21,MF
2013000083520,851,01320,1,2,0,33558.2836,7,SF
2013000083547,852,01303,1,2,1,59470.376,12,SF
2013000083612,853,00100,1,2,0,97595.1349,24,SF
2013000083653,854,01303,1,9,3,159401.8471,16,SF
2013000083698,855,01321,1,4,0,0,12,SF
2013000083885,856,00600,1,5,1,32921.101,28,SF
2013000084217,857,00705,1,1,0,67647.5527,14,SF
2013000084287,858,00705,1,1,0,37168.985,9,MH
2013000084293,859,01301,1,4,3,103542.1725,38,SF
2013000084341,860,01105,1,3,1,35565.40879,26,SF
2013000084365,861,00703,1,2,2,81771.767,17,SF
2013000084432,862,00600,1,3,2,131684.404,35,SF
2013000084489,863,00300,1,4,2,132746.375,13,SF
2013000084508,864,00600,1,5,1,106197.1,13,SF
2013000084630,865,00600,1,2,2,56072.0688,9,MF
2013000084651,866,01303,1,3,2,15504.7766,17,MF
2013000084684,867,01323,1,1,1,40779.6864,21,SF
2013000084790,868,01104,1,5,2,110444.984,14,MF
2013000084808,869,01301,1,4,1,86869.2278,16,SF
2013000084896,870,01305,1,1,1,24425.333,13,MF
2013000084899,871,01302,1,1,1,12743.652,127,SF
2013000084911,872,00300,1,2,1,45431.11938,15,DUP
2013000085071,873,00902,1,1,0,15090.60791,28,SF
2013000085137,874,01200,1,5,2,123188.636,31,SF
2013000085173,875,01316,1,2,1,164817.8992,14,MF
2013000085230,876,00500,1,2,1,61594.318,17,SF
2013000085368,877,01322,1,1,1,91329.506,19,SF
2013000085378,878,01303,1,1,1,76461.912,15,SF
2013000085424,879,01318,1,4,2,58408.405,52,SF
2013000085461,880,00902,1,1,1,19434.0693,27,MF
2013000085497,881,01301,1,3,2,134870.317,12,SF
2013000085527,882,00500,1,2,1,322860.42342,9,SF
2013000085706,883,01316,1,1,1,104455.46756,26,SF
2013000085809,884,01322,1,2,0,35894.6198,13,SF
2013000086131,885,00500,1,3,0,79329.2337,9,MH
2013000086285,886,01303,1,1,0,13274.6375,14,DUP
2013000086319,887,01000,1,2,2,120002.723,4,MH
2013000086350,888,00703,1,3,2,118944.999884,16,SF
2013000086396,889,01314,1,2,2,42478.84,71,MF
2013000086444,890,01322,1,2,1,34928.22619,13,MF
2013000086461,891,00500,1,4,1,74656.5613,13,SF
2013000086529,892,01321,1,4,1,71152.057,11,SF
2013000086556,893,00600,1,3,1,51611.7906,25,MH
2013000086641,894,01105,1,3,2,157171.708,3,SF
2013000086652,895,01323,1,3,2,210663.18727,16,SF
2013000086763,896,01317,1,2,0,49063.0602,13,SF
2013000086863,897,01321,1,4,1,28630.73816,12,SF
2013000086973,898,00500,1,4,2,55222.492,14,SF
2013000087058,899,00800,1,1,0,27080.2605,19,MF
2013000087132,900,01104,1,4,3,98975.6972,28,SF
2013000087239,901,00902,1,2,0,33876.8749,34,SF
2013000087489,902,01302,1,1,1,13274.6375,15,SF
2013000087523,903,00705,1,2,0,58673.89775,3,SF
2013000087566,904,00901,1,1,0,14867.594,46,SF
2013000087668,905,01316,1,2,2,106834.2826,28,SF
2013000087730,906,01305,1,1,1,59470.376,11,MF
2013000087966,907,01105,1,4,1,18159.7041,20,MH
2013000088098,908,00800,1,2,0,17947.3099,8,MH
2013000088120,909,00705,1,3,2,89205.564,12,SF
2013000088140,910,01314,1,2,0,116668.13406,23,MF
2013000088242,911,01104,1,3,3,53098.55,25,SF
2013000088256,912,00800,1,2,0,30159.9764,15,SF
2013000088333,913,00902,1,3,2,73811.232384,16,SF
2013000088469,914,00100,1,2,1,42372.6429,6,SF
2013000088490,915,01103,1,2,2,38379.63194,28,MF
2013000088498,916,00704,1,3,2,40280.56003,18,MH
2013000088526,917,00902,1,2,2,79647.825,7,SF
2013000088541,918,00100,1,1,1,86019.651,17,MH
2013000088598,919,01301,1,3,2,111506.955,75,SF
2013000088695,920,00901,1,4,2,63505.8658,9,SF
2013000088983,921,01314,1,2,2,98550.9088,39,MF
2013000089045,922,01316,1,2,0,103329.7783,13,SF
2013000089046,923,01321,1,3,1,182659.012,16,SF
2013000089132,924,00704,1,2,1,1911.5478,13,MF
2013000089237,925,00200,1,2,1,42266.4458,5,SF
2013000089299,926,01317,1,1,0,31859.13,14,SF
2013000089329,927,00902,1,1,0,234695.591,24,SF
2013000089332,928,01103,1,2,2,108321.042,21,SF
2013000089424,929,00500,1,4,1,151224.6704,44,SF
2013000089524,930,01305,1,1,1,12743.652,10,MF
2013000089626,931,01323,1,3,1,109489.2101,12,SF
2013000089645,932,01303,1,5,3,34620.2546,16,SF
2013000090014,933,01000,1,1,0,5522.2492,19,SF
2013000090124,934,00705,1,1,0,16991.536,11,SF
2013000090236,935,00300,1,4,2,13805.623,36,SF
2013000090261,936,01321,1,2,0,33983.072,9,SF
2013000090334,937,00400,1,2,1,10619.71,5,SF
2013000090352,938,01301,1,1,0,66797.9759,13,SF
2013000090828,939,00800,1,1,0,10194.9216,31,SF
2013000090976,940,00400,1,4,2,78904.4453,16,SF
2013000091229,941,00300,1,1,0,10407.3158,12,MF
2013000091272,942,00902,1,2,1,78585.854,22,SF
2013000091277,943,00200,1,2,2,277174.431,15,SF
2013000091358,944,00200,1,1,0,12743.652,5,SF
2013000091393,945,00300,1,2,1,62125.3035,14,SF
2013000091407,946,01105,1,2,1,29735.188,37,SF
2013000091486,947,00400,1,3,3,92295.89961,20,SF
2013000091564,948,01320,1,2,0,79435.4308,8,SF
2013000091611,949,01105,1,3,1,39399.1241,19,SF
2013000091719,950,01303,1,2,0,77842.4743,13,SF
2013000091740,951,00901,1,1,1,21239.42,21,MF
2013000091752,952,01305,1,1,1,16779.1418,16,SF
2013000091847,953,01323,1,3,2,77523.883,18,SF
2013000091936,954,00300,1,2,1,58408.405,23,SF
2013000092265,955,00703,1,2,1,54054.3239,24,SF
2013000092352,956,00800,1,2,1,32390.1155,11,SF
2013000092372,957,00600,1,2,1,50974.608,20,SF
2013000092488,958,01000,1,1,1,62656.289,114,MF
2013000092527,959,00703,1,3,3,73275.999,13,SF
2013000092555,960,00800,1,5,2,69559.1005,10,MH
2013000092636,961,01301,1,1,0,0,6,MF
2013000092776,962,00300,1,3,0,38018.5618,28,SF
2013000092876,963,01322,1,3,2,177349.157,19,SF
2013000092949,964,01104,1,1,1,56284.463,22,MF
2013000093010,965,00705,1,4,2,89205.564,19,SF
2013000093141,966,00200,1,5,1,28673.217,8,SF
2013000093228,967,00703,1,2,2,16354.3534,13,SF
2013000093264,968,01317,1,1,1,76525.63026,30,SF
