SERIALNO,PUMA5,HWEIGHT,UNITTYPE,PERSONS,BLDGSZ,HINC
7401539,1100,5,0,2,1,39800
7401549,200,7,0,0,2,0
7401827,800,14,0,4,2,55040
7401899,300,5,0,2,2,14000
7401926,200,0,2,1,  ,0
7401932,400,9,0,4,1,26300
7401934,1500,8,0,2,2,12500
7401971,2008,28,0,2,2,293400
7401976,2004,29,0,5,8,50000
7402151,2101,29,0,3,3,31100
7402173,700,44,0,4,2,20000
7402245,1403,18,0,2,2,77000
7402396,300,17,0,1,2,68000
7402418,1702,26,0,2,4,56600
7402573,1805,23,0,2,2,86250
7402581,2004,24,0,2,2,82800
7402664,1600,15,0,4,2,19600
7403096,601,17,0,1,7,0
7403203,1004,17,0,2,2,35400
7403347,1801,26,0,1,4,60300
7403583,1600,21,0,1,9,17300
7403657,1001,20,0,3,2,70000
7403788,1802,29,0,2,9,27900
7403799,2002,26,0,3,9,32700
7403804,1500,21,0,2,1,7150
7403833,700,6,0,2,2,6100
7403895,300,9,0,2,2,26300
7403978,2008,26,0,1,3,52000
7404001,1002,17,0,4,2,49520
7404462,1002,40,0,0,7,0
7404490,100,26,0,1,5,8000
7404504,1900,20,0,2,2,90000
7404588,1100,17,0,2,2,26000
7404754,1005,26,0,4,2,80780
7404760,1404,23,0,2,2,21300
7404890,1300,40,0,2,4,35000
7404933,400,7,0,0,6,0
7404948,1003,14,0,5,2,60000
7404956,1500,17,0,2,2,44200
7405073,1201,9,0,3,1,59000
7405190,400,5,0,1,8,8000
7405210,2001,21,0,1,2,10600
7405327,1401,29,0,1,2,336000
7405471,2005,21,0,1,2,23800
7405547,2001,23,0,2,2,59000
7405696,1805,23,0,1,8,17200
7405753,1300,26,0,6,3,31620
7405848,2002,26,0,4,2,0
7405878,200,26,0,2,2,510
7405919,200,24,0,2,2,78700
7406112,1001,29,0,3,7,11300
7406205,1702,18,0,2,1,16600
7406231,1402,0,2,1,  ,0
7406256,1003,17,0,2,2,77300
7406338,400,6,0,4,1,48400
7406460,1600,23,0,0,2,0
7406464,602,29,0,1,2,40000
7406554,1500,12,0,4,2,21500
7406560,300,17,0,11,2,56000
7406724,400,6,0,1,1,15800
7406847,1600,9,0,2,2,68400
7406883,500,26,0,2,2,48900
7407044,1005,0,1,1,  ,0
7407074,2001,26,0,4,2,138504
7407194,1702,17,0,5,2,60690
7407213,601,6,0,1,2,16000
7407251,1402,9,0,4,2,21470
7407320,700,67,0,0,2,0
7407325,300,20,0,0,2,0
7407395,1802,20,0,4,5,65000
7407447,500,20,0,1,8,5500
7407459,1801,20,0,2,8,43730
7407515,1100,3,0,2,2,12500
7407524,400,6,0,2,2,30400
7407535,2003,26,0,5,2,61720
7407540,200,18,0,2,2,57000
7407579,901,6,0,3,1,67920
7407718,2002,23,0,3,2,121900
7407824,100,18,0,4,2,60700
7407837,1201,12,0,3,5,12500
7407885,400,6,0,3,2,50000
7407931,1401,9,0,1,8,20090
7408127,2101,17,0,0,6,0
7408195,1002,26,0,1,9,11000
7408197,500,14,0,6,4,51800
7408217,602,17,0,1,2,500
7408498,2001,17,0,2,2,22100
7408540,2007,23,0,2,6,25200
7408542,1500,0,1,1,  ,0
7408784,300,6,0,2,2,39000
7408832,2005,29,0,1,9,25000
7408836,200,15,0,3,1,21000
7408848,1402,26,0,3,2,43600
7408936,1600,23,0,0,10,0
7408937,2200,18,0,1,2,38000
7408949,1001,20,0,2,2,575200
7408976,500,16,0,0,7,0
7409069,1402,6,0,4,2,26490
7409304,1500,6,0,2,4,32930
7409309,2003,21,0,1,2,17180
7409331,1100,14,0,3,2,34240
7409338,1500,15,0,4,2,63000
7409340,400,6,0,4,2,65000
7409383,700,27,0,2,2,65250
7409408,1802,26,0,2,9,48000
7409449,1900,24,0,2,2,521300
7409565,1802,20,0,1,3,13400
7409575,1300,29,0,1,6,12800
7409636,1403,12,0,2,2,357000
7409687,601,15,0,4,2,17600
7409799,500,23,0,1,8,7400
7409933,1701,23,0,0,2,0
7410237,1801,23,0,1,6,25000
7410255,700,15,0,2,8,35400
7410270,1802,0,2,1,  ,0
7410393,2101,23,0,2,1,29900
7410447,300,17,0,3,2,28800
7410471,400,6,0,1,1,31300
7410474,200,23,0,0,2,0
7410494,1804,29,0,1,5,13080
7410501,1004,29,0,5,1,89600
7410521,2008,32,0,2,2,69700
7410612,100,23,0,1,2,44000
7410687,1100,18,0,1,2,46000
7410743,1201,38,0,4,2,65300
7410909,1702,26,0,2,2,82910
7410916,1701,17,0,4,2,98000
7410945,700,0,2,1,  ,0
7411018,901,0,1,1,  ,0
7411078,1003,29,0,2,2,146500
7411087,400,6,0,1,2,20000
7411190,400,8,0,4,2,7700
7411362,400,15,0,3,2,39000
7411572,2005,20,0,1,2,52800
7411573,1401,8,0,2,7,72000
7411587,1803,26,0,4,2,85500
7411613,400,6,0,2,2,83600
7411639,1500,6,0,3,2,54390
7411695,2004,26,0,2,9,40400
7411741,2002,8,0,5,2,140000
7411943,400,3,0,4,2,48860
7412016,800,0,1,1,  ,0
7412072,1804,49,0,3,6,39000
7412104,500,23,0,1,2,26000
7412123,1801,23,0,1,4,35100
7412144,1701,20,0,3,6,46800
7412154,100,7,0,0,2,0
7412185,1403,18,0,2,7,16000
7412410,601,23,0,7,2,134400
7412513,200,6,0,2,3,7650
7412664,1805,23,0,1,7,64070
7412685,2009,18,0,4,2,96000
7412810,200,23,0,2,2,58000
7412920,1402,10,0,0,4,0
7412935,1004,8,0,2,2,55700
7412977,1804,26,0,1,8,19100
7413014,2001,17,0,2,2,158280
7413023,1801,0,2,1,  ,0
7413200,300,23,0,5,5,35400
7413261,400,6,0,4,2,34700
7413321,1201,29,0,4,1,52000
7413402,1803,20,0,0,9,0
7413408,1003,46,0,2,2,17200
7413504,2005,12,0,9,2,164000
7413629,1900,20,0,2,6,135000
7413779,1801,20,0,1,2,49200
7413858,200,5,0,2,1,31700
7413874,1803,0,2,1,  ,0
7414082,500,26,0,1,4,13500
7414105,400,8,0,2,2,66200
7414126,602,29,0,2,9,14500
7414146,1702,21,0,1,9,5520
7414159,601,14,0,5,2,45000
7414221,1404,35,0,6,2,27000
7414413,1100,11,0,1,2,23300
7414476,1801,20,0,2,9,38800
7414758,602,20,0,4,2,60000
7414835,1100,17,0,3,2,110020
7414890,1401,6,0,2,8,49200
7414909,1802,23,0,1,2,32490
7414922,400,6,0,7,1,18900
7414940,2102,17,0,5,2,57000
7414955,1404,26,0,2,2,32100
7415015,1804,26,0,5,2,21800
7415046,1404,26,0,5,6,26950
7415113,1801,23,0,1,2,34000
7415132,1004,38,0,2,2,11700
7415135,200,15,0,1,2,36000
7415158,1804,20,0,2,8,15000
7415171,2006,26,0,2,2,117700
7415176,1002,41,0,2,5,35500
7415194,300,13,0,0,2,0
7415252,902,26,0,2,2,30930
7415284,400,6,0,1,2,40500
7415392,1300,20,0,4,3,65100
7415546,800,0,1,1,  ,0
7415561,1805,17,0,1,2,24000
7415744,1702,17,0,2,2,28800
7415942,1702,23,0,4,2,68920
7415999,1701,26,0,2,1,26600
7416047,1402,17,0,1,2,49000
7416053,2006,28,0,1,9,11300
7416098,1002,26,0,5,2,61500
7416268,2102,26,0,5,2,72000
7416376,1201,0,1,1,  ,0
7416379,1300,20,0,2,2,63890
7416417,1802,17,0,2,2,56600
7416524,1001,20,0,3,2,72900
7416528,1002,18,0,2,2,76000
7416541,2006,23,0,1,6,35000
7416586,2101,20,0,2,3,120500
7416610,1803,29,0,1,9,9000
7416641,1500,10,0,0,2,0
7416778,100,26,0,1,9,338200
7416789,2101,21,0,3,9,23000
7416799,400,7,0,0,2,0
7416849,2009,6,0,2,1,48000
7417036,1802,20,0,4,2,86030
7417091,901,23,0,8,2,33000
7417093,200,6,0,2,2,89500
7417103,1803,0,2,1,  ,0
7417125,2001,20,0,2,2,82000
7417168,1005,28,0,2,2,28200
7417307,1805,41,0,3,3,20000
7417348,700,0,2,1,  ,0
7417374,1402,33,0,0,8,0
7417427,1001,52,0,2,3,35100
7417451,1804,15,0,2,2,110000
7417482,1600,9,0,5,2,60000
7417495,200,23,0,2,2,49000
7417605,2001,20,0,1,2,49200
7417631,1002,21,0,5,2,110400
7417786,1801,29,0,1,6,15250
7417906,100,0,2,1,  ,0
7417907,2005,20,0,1,9,60000
7418058,1100,26,0,2,3,17000
7418396,1002,17,0,4,2,80000
7418413,1004,26,0,1,6,9500
7418484,1803,26,0,1,8,2900
7418508,1402,20,0,2,2,113650
7418598,1005,23,0,2,2,41200
7418703,1805,20,0,3,2,67660
7418722,800,53,0,0,2,0
7418755,1500,5,0,2,2,57400
7418794,1100,8,0,2,1,12600
7418858,1803,29,0,2,2,240300
7418941,300,5,0,2,1,25900
7418948,1202,20,0,3,2,85620
7419160,1803,17,0,2,9,9900
7419195,700,32,0,1,1,3000
7419300,1802,23,0,3,2,84000
7419394,1002,23,0,4,2,116000
7419409,1002,20,0,4,2,74400
7419452,1500,6,0,4,2,109300
7419494,1402,29,0,4,2,56600
7419662,1801,23,0,1,9,8900
7419712,2006,23,0,3,2,54880
7419995,1004,15,0,7,2,106560
7420011,800,15,0,1,2,3500
7420058,1600,17,0,4,2,245640
7420178,2101,23,0,4,2,56000
7420185,1002,23,0,1,2,56000
7420245,100,23,0,1,2,9740
7420484,1803,17,0,2,8,38000
7420568,1702,7,0,0,2,0
7420621,1100,17,0,2,2,60500
7420667,300,18,0,2,2,77950
7420751,2008,26,0,4,2,56000
7420822,1403,14,0,2,6,27000
7421044,100,23,0,2,3,38000
7421155,800,6,0,5,1,29200
7421341,1201,9,0,1,2,33900
7421363,500,20,0,2,2,40650
7421388,200,26,0,1,8,12000
7421429,902,29,0,2,2,37300
7421543,1500,30,0,0,2,0
7421630,1702,32,0,3,2,40690
7421704,2002,29,0,1,3,25500
7421826,1600,20,0,2,1,24700
7421977,1600,18,0,2,2,70000
7422049,1300,6,0,2,6,51580
7422078,1805,23,0,4,2,39700
7422121,1300,9,0,3,2,93000
7422161,1202,26,0,2,4,70100
7422166,2200,35,0,3,2,81200
7422194,100,0,2,1,  ,0
7422204,200,29,0,1,2,29800
7422245,602,20,0,1,4,15700
7422273,2003,21,0,2,5,54000
7422296,1701,6,0,2,2,40840
7422368,800,18,0,2,2,81450
7422409,700,7,0,0,2,0
7422412,2101,23,0,4,2,85000
7422454,602,26,0,4,2,109000
7422672,800,29,0,2,9,372200
7422819,2008,23,0,3,2,128420
7422834,2006,26,0,4,2,94000
7422968,2003,20,0,1,3,361000
7423035,1600,5,0,4,2,37000
7423070,2002,29,0,1,9,40090
7423095,1005,5,0,1,2,37630
7423154,1002,23,0,2,2,101870
7423160,1701,6,0,3,2,105380
7423226,300,12,0,1,1,0
7423242,1300,23,0,2,2,60460
7423274,1600,8,0,2,2,14200
7423300,1100,0,1,1,  ,0
7423306,300,0,2,1,  ,0
7423341,1801,23,0,3,2,62000
7423474,400,9,0,5,1,27000
7423505,1402,47,0,3,2,50700
7423731,300,23,0,0,1,0
7423786,1805,26,0,1,8,45000
7423898,1600,12,0,2,2,69600
7423951,200,17,0,1,5,25400
7424318,901,6,0,5,2,37000
7424329,2002,26,0,2,7,69000
7424517,1500,6,0,2,2,88200
7424541,1500,18,0,2,2,24400
7424553,2005,29,0,6,2,190790
7424725,2200,17,0,1,9,6300
7424742,500,27,0,1,3,20000
7424914,800,30,0,0,2,0
7424950,1401,20,0,4,2,74300
7424964,1003,18,0,2,7,45800
7425030,1100,23,0,2,8,27200
7425100,1801,23,0,1,2,60000
7425118,200,32,0,1,7,2400
7425152,1401,5,0,1,1,3500
7425168,2101,29,0,3,2,70200
7425259,100,6,0,2,2,41000
7425264,1805,18,0,12,2,75400
7425449,1500,6,0,0,2,0
7425753,1401,6,0,2,2,6300
7425975,500,23,0,1,2,22460
7426056,500,21,0,1,5,60000
7426203,1801,27,0,3,2,36000
7426278,300,35,0,6,2,22800
7426294,100,12,0,4,2,31500
7426697,902,23,0,2,3,21000
7426709,1804,23,0,2,2,30400
7426719,300,14,0,4,1,19300
7426722,1401,8,0,2,2,50600
7426727,500,18,0,2,2,75900
7426741,1600,20,0,1,2,26600
7426790,1403,23,0,1,5,43680
7426843,1402,6,0,6,3,29600
7426955,1401,6,0,1,2,31200
7427107,1702,20,0,3,5,1450
7427299,400,14,0,0,2,0
7427311,1300,6,0,1,2,48000
7427834,902,20,0,1,2,86000
7427936,700,8,0,1,2,17000
7427963,602,26,0,1,2,79470
7428034,400,23,0,3,1,17700
7428329,300,9,0,3,1,58800
7428333,602,12,0,2,2,24250
7428373,1701,20,0,2,2,25370
7428456,2006,23,0,2,5,8830
7428608,2009,14,0,1,2,63000
7428724,2102,21,0,1,2,15400
7428745,2009,23,0,4,2,66000
7428784,500,0,1,1,  ,0
7428822,2007,15,0,2,2,30400
7428926,1100,15,0,2,1,66000
7428951,500,0,1,1,  ,0
7429154,602,23,0,0,4,0
7429362,2005,21,0,1,2,18100
7429394,2001,20,0,1,9,32000
7429421,902,11,0,2,2,13100
7429446,1300,5,0,2,2,56000
7429517,500,20,0,1,2,19800
7429549,601,17,0,2,2,47000
7429558,1401,29,0,3,1,62000
7429597,300,11,0,3,1,78000
7429651,300,12,0,3,2,12200
7429714,1404,6,0,1,7,49000
7429716,2007,21,0,1,1,60000
7429753,2004,26,0,1,2,47030
7429768,1005,8,0,4,2,44470
7429813,400,8,0,1,2,20400
7429852,1701,29,0,1,8,70000
7429881,400,7,0,0,2,0
7429889,1401,35,0,2,7,17000
7429897,902,0,1,1,  ,0
7429998,602,12,0,3,3,47350
7430039,200,18,0,2,2,23000
7430057,1404,26,0,2,2,50800
7430142,1500,21,0,1,8,6600
7430198,2003,23,0,1,2,13100
7430315,100,35,0,3,2,2100
7430333,1403,32,0,1,2,19800
7430394,1805,18,0,3,2,36800
7430404,1803,26,0,1,9,100
7430405,300,10,0,0,2,0
7430423,1300,18,0,5,2,82900
7430851,2009,23,0,3,2,93100
7431059,1402,17,0,3,2,112500
7431092,2006,20,0,2,2,58900
7431103,1004,15,0,4,1,100910
7431108,602,6,0,6,2,100480
7431125,1500,6,0,1,2,8200
7431174,2200,23,0,3,5,25700
7431176,800,24,0,2,2,47600
7431241,2009,33,0,0,2,0
7431280,601,20,0,5,2,73100
7431315,1401,23,0,2,2,68000
7431332,2007,23,0,3,2,120400
7431347,1802,23,0,1,7,5100
7431398,2007,23,0,2,2,99000
7431399,100,23,0,2,2,60780
7431641,2003,23,0,5,2,85000
7431643,1702,21,0,5,5,45000
7431654,1300,18,0,3,2,10200
7431731,2003,26,0,2,2,160000
7431820,200,18,0,2,3,35600
7431902,500,17,0,4,2,55900
7431954,2200,18,0,1,2,28000
7432063,1402,20,0,1,2,152700
7432096,1702,20,0,1,2,6000
7432121,100,20,0,2,2,91004
7432204,1100,5,0,2,1,46000
7432338,2008,9,0,5,1,60000
7432346,1403,20,0,1,2,25440
7432363,1403,26,0,1,5,4200
7432369,1402,12,0,3,2,63000
7432493,1805,35,0,7,2,26000
7432524,2001,20,0,2,9,34800
7432953,1402,0,1,1,  ,0
7433102,100,14,0,4,2,42640
7433151,400,6,0,3,1,37100
7433171,2009,24,0,0,7,0
7433296,100,23,0,4,2,45400
7433344,500,23,0,4,2,102000
7433387,400,23,0,2,1,0
7433606,1804,29,0,1,7,11600
7433685,1801,23,0,2,4,49000
7433700,1900,23,0,4,2,99000
7433773,2007,23,0,1,3,90000
7433866,1802,23,0,2,2,66440
7433971,2001,29,0,1,6,12620
7433976,1300,29,0,5,4,23900
7434071,1500,6,0,2,2,39400
7434163,800,20,0,2,2,44100
7434235,1600,29,0,3,2,53500
7434350,1100,3,0,0,2,0
7434423,300,26,0,1,9,32000
7434530,2009,6,0,3,2,42000
7434577,1801,18,0,2,6,245000
7434600,2006,15,0,2,3,120620
7434638,300,29,0,2,2,85800
7434648,1802,23,0,4,6,128500
7434673,2102,23,0,2,2,158280
7434690,1802,23,0,1,8,35000
7434703,1300,6,0,4,2,22000
7434808,1702,20,0,1,1,8600
7434885,2102,23,0,0,1,0
7434936,200,8,0,1,1,5400
7435008,2102,17,0,1,2,35000
7435144,1404,18,0,3,3,10700
7435171,1805,26,0,2,2,52600
7435281,1801,29,0,3,2,48400
7435338,400,6,0,1,2,21020
7435482,1900,23,0,2,2,413000
7435509,1802,23,0,1,2,4000
7435594,1401,6,0,2,2,12500
7435689,2008,0,2,1,  ,0
7435704,2101,23,0,4,2,48800
7435749,1600,17,0,3,2,113000
7435910,1402,14,0,2,7,5200
7435937,1402,26,0,2,1,94000
7436034,1803,23,0,1,2,57000
7436121,1803,26,0,1,6,2000
7436148,1802,29,0,5,2,16700
7436162,100,23,0,2,1,47000
7436216,1002,20,0,3,2,99000
7436271,300,14,0,2,2,44900
7436381,1500,26,0,2,2,69900
7436422,1801,26,0,6,2,153000
7436424,2009,23,0,4,2,33000
7436519,1600,12,0,2,1,30000
7436531,2009,23,0,2,2,80500
7436712,602,23,0,4,2,37000
7436851,601,6,0,0,1,0
7436872,1701,14,0,3,2,133000
7436974,2004,32,0,6,4,42110
7436992,1900,32,0,4,6,64100
7437009,1003,29,0,3,2,91100
7437105,2101,18,0,2,2,52500
7437107,2004,21,0,2,2,59910
7437117,400,38,0,4,1,58000
7437131,1801,20,0,1,8,21020
7437254,100,33,0,0,10,0
7437262,2102,15,0,2,2,58000
7437267,1600,0,1,1,  ,0
7437385,700,20,0,5,5,38200
7437435,1801,20,0,2,2,135250
7437487,1804,20,0,1,2,18300
7437558,1803,0,1,1,  ,0
7437622,1002,20,0,0,8,0
7437650,1402,20,0,4,2,20000
7437697,902,23,0,1,2,63000
7437773,1403,43,0,2,6,12400
7437808,200,8,0,2,4,31800
7437876,1801,20,0,2,5,20400
7437917,602,23,0,3,2,52000
7437954,2101,26,0,2,2,64000
7437957,1404,0,2,1,  ,0
7438103,2003,29,0,4,2,150000
7438126,300,9,0,3,2,80600
7438195,2003,38,0,4,2,340000
7438243,1801,29,0,1,5,24820
7438290,100,2,0,4,2,62090
7438361,1900,29,0,2,4,62200
7438383,2101,21,0,1,2,38100
7438468,1402,29,0,4,2,76800
7438472,1500,12,0,4,2,77900
7438533,700,14,0,2,2,128000
7438539,1100,7,0,0,7,0
7438740,1600,20,0,0,2,0
7438929,300,10,0,0,2,0
7438947,300,26,0,3,1,12500
7438989,2001,26,0,1,8,14200
7439159,2002,20,0,4,6,42450
7439190,1403,23,0,2,2,71100
7439245,500,29,0,1,2,17300
7439248,1805,32,0,2,8,28010
7439450,1300,31,0,1,2,25000
7439511,400,9,0,1,2,10100
7439574,1300,17,0,4,7,52000
7439575,1802,17,0,2,2,91000
7439590,2200,23,0,4,2,20000
7439602,1500,9,0,1,1,10200
7439612,1402,20,0,2,2,30440
7439826,1005,29,0,4,2,56504
7439829,2007,23,0,5,2,38500
7439966,800,20,0,2,2,47000
7439982,1801,26,0,2,2,69020
7440106,1100,12,0,2,2,28270
7440110,1701,14,0,2,3,40300
7440129,1404,0,2,1,  ,0
7440223,700,8,0,1,5,1600
7440415,700,15,0,1,2,31700
7440574,1600,23,0,3,2,37000
7440687,100,24,0,2,2,93900
7440799,1801,20,0,2,2,123020
7440841,1900,29,0,3,9,158000
7441063,1001,18,0,1,2,44500
7441097,700,26,0,2,2,62000
7441182,800,32,0,3,4,16500
7441192,500,26,0,2,2,89200
7441193,2003,20,0,3,2,134710
7441297,2101,23,0,4,2,145000
7441352,1300,27,0,2,2,94800
7441499,1500,23,0,1,1,19200
7441536,2008,26,0,4,3,27600
7441693,1402,26,0,2,2,15080
7441794,2200,17,0,2,2,47000
7442074,1804,17,0,1,2,32000
7442116,1802,21,0,1,2,19400
7442349,1201,26,0,3,2,39990
7442353,1701,18,0,3,2,44300
7442392,1900,20,0,5,2,55350
7442435,1201,26,0,3,2,84000
7442601,1801,20,0,1,2,6100
7442608,1300,7,0,0,3,0
7442662,1100,23,0,4,1,42400
7442693,2008,26,0,2,2,65000
7442768,2004,24,0,1,2,39800
7442996,1804,23,0,1,9,9000
7443133,1001,0,2,1,  ,0
7443245,2001,17,0,2,2,68810
7443260,1500,6,0,5,2,10000
7443279,1600,20,0,0,2,0
7443295,1100,5,0,1,2,5000
7443389,1701,0,1,1,  ,0
7443481,1403,20,0,3,5,43000
7443572,500,17,0,0,6,0
7443992,1300,18,0,2,3,56000
7444071,2009,20,0,4,2,74000
7444117,2003,29,0,2,2,49900
7444177,1001,26,0,3,6,40200
7444211,1803,23,0,1,7,53700
7444313,100,20,0,2,5,30100
7444349,1100,14,0,3,2,34000
7444382,1001,34,0,1,5,7300
7444389,1300,6,0,2,2,60890
7444408,2005,23,0,4,2,8180
7444462,300,23,0,1,2,10600
7444793,300,9,0,2,2,62500
7444999,1401,6,0,1,1,35000
7445073,1900,18,0,1,8,25000
7445146,1500,20,0,1,4,20000
7445174,100,29,0,4,8,0
7445253,1300,20,0,1,2,36000
7445408,1500,13,0,0,2,0
7445477,1900,26,0,1,9,29200
7445697,1003,21,0,2,2,60200
7445710,1701,32,0,1,2,15700
7445847,2102,16,0,0,5,0
7445930,902,26,0,2,1,10400
7445990,100,0,2,1,  ,0
7446256,1100,18,0,2,1,36400
7446389,300,9,0,1,2,8690
7446575,800,20,0,2,2,57000
7446664,901,21,0,1,2,49800
7446688,1404,6,0,6,2,79300
7446786,1600,6,0,2,2,79500
7446910,1002,26,0,3,8,24900
7447049,1201,26,0,2,2,152800
7447076,601,11,0,4,4,81000
7447185,1600,5,0,2,2,51700
7447200,1002,26,0,1,3,43500
7447368,500,17,0,2,2,42400
7447378,1702,26,0,2,2,48400
7447671,1802,0,2,1,  ,0
7447855,1804,35,0,4,2,198960
7447998,700,17,0,2,7,16100
7448099,1702,20,0,1,6,18500
7448153,2005,21,0,1,2,120000
7448324,1701,26,0,2,9,11400
7448492,1100,6,0,3,2,68450
7448576,1002,29,0,1,5,52000
7448650,400,8,0,1,1,2100
7448713,2009,20,0,3,2,77580
7448735,800,24,0,5,2,8000
7448768,601,20,0,2,2,65700
7448786,602,0,2,1,  ,0
7448828,2200,20,0,1,6,18500
7449042,300,6,0,2,2,12800
7449206,100,20,0,2,2,17000
7449209,200,10,0,0,2,0
7449314,1500,23,0,2,2,38830
7449430,1100,17,0,2,1,29700
7449461,100,0,2,1,  ,0
7449554,1805,29,0,4,2,37000
7449731,1500,20,0,2,2,52000
7449835,1701,18,0,5,2,53030
7449891,800,26,0,2,2,63900
7449909,1402,29,0,1,2,40600
7449949,2200,24,0,3,2,67500
7450010,2001,18,0,1,8,22000
7450028,601,6,0,5,1,42700
7450093,2009,23,0,2,2,131400
7450103,1802,18,0,1,2,16600
7450145,2101,20,0,5,2,52000
7450170,1600,17,0,0,1,0
7450240,2007,19,0,0,2,0
7450284,700,2,0,4,2,128800
7450324,1702,20,0,2,2,48800
7450511,601,8,0,2,2,41000
7450711,1002,23,0,1,4,18000
7450741,1100,6,0,1,2,18000
7450749,1701,24,0,3,2,31400
7450900,100,29,0,1,2,650
7450910,300,26,0,3,2,46300
7450912,2007,0,1,1,  ,0
7451019,1801,29,0,1,2,0
7451102,2004,26,0,4,2,75200
7451211,902,26,0,2,3,82500
7451300,2006,32,0,2,9,33400
7451492,1803,36,0,0,7,0
7451565,1002,20,0,2,2,35900
7451580,2102,23,0,2,2,62180
7451592,1500,21,0,1,2,19400
7451597,500,20,0,2,2,65500
7451602,200,17,0,7,2,37500
7451617,1702,20,0,1,2,20000
7451620,1300,20,0,2,2,51710
7451686,1803,26,0,1,8,32020
7451884,2009,9,0,2,2,55000
7451927,400,6,0,1,2,15050
7452065,2006,26,0,1,2,54000
7452336,2003,26,0,2,2,51700
7452392,2005,18,0,1,2,20500
7452432,1600,20,0,2,1,86000
7452511,2008,29,0,3,2,69600
7452847,300,23,0,3,3,123000
7452871,601,17,0,2,2,51700
7452951,1300,23,0,1,2,29000
7452974,1001,31,0,1,7,18000
7453050,901,5,0,4,2,75000
7453085,1201,11,0,2,2,80200
7453091,700,4,0,0,1,0
7453162,1201,20,0,0,2,0
7453194,2007,29,0,3,3,50920
7453218,1802,26,0,2,2,90400
7453250,1801,17,0,2,2,132500
7453285,1100,3,0,2,2,118400
7453535,1801,14,0,3,3,14800
7453876,2004,23,0,4,2,52700
7454116,902,23,0,1,9,14500
7454136,2008,6,0,5,2,115100
7454139,1300,6,0,3,2,20000
7454143,1202,23,0,6,9,48400
7454224,200,54,0,0,2,0
7454280,1401,23,0,1,2,24500
7454425,1701,29,0,1,2,28800
7454427,2003,20,0,5,2,170000
7454450,800,26,0,2,2,76200
7454552,2009,29,0,3,2,58000
7454744,700,26,0,1,7,26050
7454792,2001,15,0,4,2,72600
7454885,100,29,0,3,2,33800
7455163,300,6,0,2,2,8400
7455191,200,18,0,4,2,537100
7455323,1600,26,0,1,2,18050
7455381,2002,24,0,1,3,76400
7455430,1600,8,0,1,2,44570
7455435,2004,20,0,4,2,43000
7455668,1402,21,0,2,2,17600
7455742,1805,24,0,4,2,202000
7455749,1702,0,1,1,  ,0
7455861,400,7,0,0,10,0
7455944,1404,23,0,2,7,32500
7456007,2002,16,0,0,2,0
7456349,1002,23,0,3,2,66200
7456424,2002,31,0,2,9,41000
7456467,1805,32,0,1,2,29900
7456507,1803,29,0,2,7,34460
7456573,1500,6,0,2,10,37030
7456697,1804,23,0,0,2,0
7456752,1003,20,0,5,2,63200
7456773,2004,23,0,2,2,40000
7456804,1401,6,0,5,2,81900
7457020,1900,15,0,4,2,178120
7457365,2200,20,0,3,2,49300
7457403,400,8,0,1,2,32000
7457440,1403,29,0,1,5,18000
7457518,700,29,0,1,2,8690
7457534,1801,17,0,1,4,33040
7457618,1803,24,0,1,6,53000
7457636,1005,32,0,4,2,93000
7457823,2003,26,0,2,2,125500
7457928,800,29,0,4,2,35700
7457953,1900,21,0,1,8,55800
7457955,1201,23,0,2,3,15800
7458143,1600,23,0,2,2,34230
7458237,1002,21,0,1,2,24000
7458264,400,6,0,2,2,55600
7458279,2003,26,0,3,2,96210
7458304,1402,5,0,6,2,49200
7458305,902,17,0,5,2,349480
7458320,400,20,0,2,2,45420
7458420,800,32,0,4,2,73800
7458473,1900,35,0,1,5,49700
7458561,400,18,0,4,2,50000
7458692,1702,14,0,2,2,27500
7458713,1404,14,0,4,1,83700
7458745,1900,23,0,2,2,100000
7458834,1500,20,0,5,5,45800
7458850,1300,29,0,3,6,12150
7458861,1600,6,0,2,2,27300
7458863,800,23,0,5,2,72004
7458865,2200,17,0,2,6,24700
7458890,2004,21,0,5,2,74750
7458953,2007,29,0,2,6,24600
7458965,901,6,0,2,2,18100
7459070,2003,14,0,0,2,0
7459158,1100,0,2,1,  ,0
7459159,1402,14,0,5,2,275000
7459160,1600,9,0,2,2,177400
7459197,1600,29,0,6,1,18500
7459214,1100,6,0,3,2,45000
7459307,1900,17,0,2,2,57700
7459343,1004,23,0,3,2,33790
7459374,200,17,0,2,1,152600
7459568,500,0,2,1,  ,0
7459818,800,14,0,1,2,63000
7459830,2002,18,0,4,2,137800
7459879,1600,37,0,2,2,24100
7460015,1600,20,0,2,2,57300
7460076,902,26,0,1,9,31000
7460095,1500,6,0,1,8,7100
7460175,500,20,0,5,2,59000
7460295,2200,23,0,2,2,96000
7460357,1001,26,0,4,2,34600
7460631,1300,32,0,4,2,100000
7460847,2003,23,0,4,2,270000
7460900,1004,6,0,4,2,23010
7461053,1001,23,0,3,4,39200
7461058,602,26,0,2,2,48000
7461136,2003,17,0,4,2,126100
7461266,1403,0,1,1,  ,0
7461267,500,23,0,4,2,37000
7461294,300,17,0,2,2,35700
7461353,901,9,0,3,2,56720
7461418,1404,0,2,1,  ,0
7461531,800,26,0,2,2,121840
7461552,1803,29,0,1,9,14630
7461603,400,29,0,3,2,142000
7461619,1402,20,0,2,2,90000
