SERIALNO,PUMA5,HWEIGHT,UNITTYPE,PERSONS,BLDGSZ,HINC
2053547,2200,20,0,4,2,50000
2053570,1002,8,0,1,2,21600
2053611,1804,32,0,1,2,92000
2053671,2005,9,0,2,2,79880
2053691,1803,26,0,1,9,8700
2053815,2001,20,0,7,2,87900
2053822,200,20,0,4,2,60000
2053946,1005,6,0,2,2,42800
2053947,1300,0,1,1,  ,0
2054035,1403,26,0,5,5,26000
2054091,2101,14,0,5,1,32400
2054105,1002,20,0,6,2,91000
2054138,1402,5,0,1,2,13200
2054184,300,0,2,1,  ,0
2054310,1005,23,0,1,2,52900
2054312,1803,28,0,2,7,13900
2054560,2200,23,0,3,2,47200
2054726,1500,6,0,1,2,40000
2054766,1701,6,0,1,1,10200
2054874,1401,20,0,5,2,110000
2054991,1403,0,1,1,  ,0
2055115,300,9,0,2,2,33730
2055291,2007,24,0,2,5,184000
2055362,100,26,0,3,2,21600
2055384,200,23,0,0,2,0
2055405,800,15,0,4,1,34004
2055500,500,23,0,3,2,50400
2055607,1600,20,0,1,2,15000
2055705,500,15,0,2,8,67000
2055743,601,20,0,1,2,19000
2055766,500,18,0,1,2,6000
2055774,1201,24,0,2,1,34730
2055923,1001,23,0,2,2,120900
2055973,100,32,0,1,6,29600
2056058,1802,14,0,5,2,8000
2056247,1402,23,0,2,2,74600
2056322,2002,26,0,2,8,138780
2056425,1802,23,0,1,2,60200
2056428,601,10,0,0,1,0
2056525,1702,17,0,1,2,26350
2056677,1005,8,0,1,2,12600
2056727,1002,20,0,3,6,24200
2056822,902,23,0,3,2,44840
2057025,1803,29,0,1,9,37450
2057084,1003,17,0,1,2,78000
2057345,200,24,0,0,2,0
2057396,1500,7,0,0,1,0
2057413,300,11,0,6,1,12550
2057418,800,6,0,5,2,49400
2057663,1002,29,0,1,2,18600
2057688,1600,20,0,2,2,9400
2057723,400,24,0,2,2,59000
2057728,901,23,0,4,1,35000
2057785,902,26,0,2,2,13500
2057809,1002,11,0,3,2,75000
2057876,1202,24,0,1,2,14600
2058037,1900,20,0,2,9,70880
2058136,1401,18,0,4,2,68000
2058284,902,0,1,1,  ,0
2058393,1100,6,0,3,1,26000
2058657,1804,17,0,2,4,90630
2058725,2001,0,2,1,  ,0
2058745,2200,17,0,2,9,15600
2058840,2002,29,0,1,2,26000
2058924,1403,37,0,1,1,37000
2058944,2007,11,0,2,2,36000
2059053,500,17,0,5,2,69900
2059198,800,23,0,4,2,90000
2059314,2003,23,0,4,2,69400
2059333,2007,29,0,3,2,125000
2059391,602,23,0,2,2,40020
2059464,1404,0,1,1,  ,0
2059483,400,24,0,0,9,0
2059575,1100,26,0,2,2,35750
2059604,601,17,0,4,1,40000
2059769,1402,32,0,5,2,143000
2060000,200,37,0,3,2,56900
2060012,1300,26,0,2,2,35000
2060047,1801,40,0,0,2,0
2060055,1003,23,0,2,3,143000
2060158,500,23,0,4,2,42300
2060293,2002,17,0,2,2,72000
2060322,2001,17,0,5,2,93500
2060426,1401,29,0,2,1,27800
2060535,1900,26,0,4,2,256100
2060910,2005,23,0,5,2,6600
2060957,2007,14,0,3,2,56010
2061039,400,5,0,2,2,19100
2061266,2006,20,0,4,2,24600
2061279,1202,26,0,2,2,87000
2061307,400,6,0,1,6,20900
2061309,2102,17,0,1,2,70000
2061337,300,29,0,4,6,30000
2061364,1802,20,0,2,2,120600
2061371,100,9,0,2,1,58000
2061462,1802,18,0,2,2,72400
2061547,2005,26,0,1,2,17200
2061623,500,53,0,0,2,0
2061663,300,14,0,5,2,44900
2062062,1005,9,0,1,10,6800
2062187,700,5,0,2,2,33850
2062222,1500,6,0,3,1,12000
2062367,1600,6,0,4,2,19780
2062468,602,14,0,4,2,56700
2062491,300,0,2,1,  ,0
2062662,1300,29,0,3,7,23200
2062805,2001,26,0,1,2,28600
2062978,300,32,0,6,2,343600
2063045,1201,0,2,1,  ,0
2063062,2101,18,0,2,6,24000
2063180,2002,29,0,2,2,104000
2063185,1402,21,0,6,2,59000
2063322,200,14,0,5,1,50000
2063395,1600,20,0,2,2,49000
2063482,1300,0,2,1,  ,0
2063531,300,9,0,2,2,63400
2063568,1804,20,0,1,2,8000
2063586,601,0,2,1,  ,0
2063631,300,9,0,1,2,12350
2063710,1803,20,0,2,8,53000
2063858,2008,26,0,2,5,84000
2063960,1401,17,0,2,1,29000
2063992,2002,29,0,1,2,55000
2064030,1403,29,0,3,2,44400
2064046,1004,26,0,2,2,115000
2064053,1002,36,0,0,7,0
2064130,1002,26,0,1,3,44380
2064264,1300,32,0,1,7,3500
2064389,1803,20,0,4,4,179500
2064406,2004,27,0,1,4,31500
2064553,2101,26,0,2,2,106600
2064696,1801,20,0,2,2,68570
2064719,602,20,0,2,2,47000
2064739,1001,12,0,2,2,63400
2064776,1900,17,0,2,2,48600
2064809,2004,20,0,1,8,27000
2064906,1803,26,0,2,9,90000
2064915,1500,6,0,4,2,67500
2064974,700,23,0,7,2,55400
2065105,1801,24,0,1,9,63900
2065145,902,20,0,2,5,28400
2065355,300,3,0,2,2,141100
2065365,1801,15,0,2,7,58500
2065428,901,5,0,4,2,45000
2065494,1702,0,2,1,  ,0
2065619,400,7,0,0,2,0
2065633,602,0,2,1,  ,0
2065706,1803,26,0,2,5,127300
2065724,1201,26,0,2,2,75000
2065731,2008,26,0,1,4,46000
2065877,200,20,0,2,2,41110
2065899,300,5,0,5,1,30000
2065998,1401,26,0,3,2,67000
2066008,1002,23,0,5,2,140900
2066130,1002,31,0,2,2,8940
2066376,1003,17,0,2,2,114550
2066413,1404,0,2,1,  ,0
2066488,2200,26,0,2,2,123020
2066491,1004,6,0,1,4,57000
2066640,1500,23,0,0,2,0
2066721,100,20,0,2,2,17780
2066752,1404,26,0,2,2,66200
2066793,1202,23,0,4,6,52000
2066885,1801,35,0,3,4,105200
2066967,2006,14,0,3,2,90000
2067041,902,21,0,2,5,14000
2067054,1300,24,0,1,2,7000
2067196,300,12,0,3,2,68070
2067308,1002,24,0,3,7,62500
2067324,1001,23,0,1,5,43500
2067521,1401,5,0,2,2,23000
2067672,602,29,0,1,9,44000
2067679,1801,18,0,2,2,68200
2067869,800,23,0,4,2,70000
2067893,1701,24,0,1,5,82440
2068100,2007,29,0,8,2,95240
2068292,300,3,0,4,2,48000
2068362,1100,6,0,2,1,29900
2068401,601,20,0,2,2,64000
2068483,1001,29,0,1,9,55000
2068681,1803,17,0,3,10,7660
2068696,1802,24,0,1,7,10000
2068793,1803,20,0,2,8,36500
2068802,200,12,0,3,2,49100
2068834,2200,17,0,1,2,12000
2068875,601,6,0,3,2,25190
2068951,1300,6,0,2,2,40000
2068998,200,12,0,2,2,61800
2069030,2005,31,0,1,2,32300
2069096,200,23,0,3,3,25480
2069119,1803,26,0,0,9,0
2069166,800,20,0,2,2,91000
2069288,1802,34,0,5,8,47224
2069311,100,31,0,3,8,22600
2069330,2007,0,2,1,  ,0
2069356,1701,0,1,1,  ,0
2069400,200,20,0,4,2,42600
2069404,1300,6,0,3,2,58240
2069411,2101,33,0,2,2,82100
2069501,2006,23,0,1,2,40000
2069651,200,18,0,5,2,26000
2069674,500,26,0,5,2,57200
2069806,100,37,0,6,2,41400
2069817,700,6,0,3,1,75200
2069893,2001,0,2,1,  ,0
2069969,1500,5,0,3,2,10440
2069996,2101,12,0,3,1,17850
2070113,1300,6,0,4,2,82000
2070119,1500,6,0,1,8,7100
2070139,1402,32,0,2,1,21600
2070165,1300,21,0,4,2,32000
2070339,1300,15,0,3,2,76500
2070348,2003,21,0,5,2,-3200
2070440,602,17,0,3,2,50500
2070671,1005,15,0,4,1,245000
2070789,1803,26,0,1,2,163200
2071031,1001,26,0,2,6,8000
2071032,1100,26,0,2,2,82100
2071040,1900,26,0,2,2,81900
2071072,700,6,0,2,2,36230
2071114,500,24,0,6,2,85350
2071152,200,20,0,2,2,44700
2071170,1403,23,0,1,2,42720
2071264,1004,9,0,5,2,10200
2071418,700,23,0,2,1,17900
2071472,700,14,0,1,6,17500
2071560,100,0,2,1,  ,0
2071603,1500,26,0,2,2,41100
2071671,100,20,0,3,8,41220
2071787,1804,29,0,2,2,357000
2072107,1801,26,0,1,2,84700
2072117,300,17,0,3,2,54700
2072341,1100,14,0,2,1,23100
2072447,400,23,0,3,2,69400
2072465,1805,26,0,1,2,34300
2072583,1100,20,0,1,5,7000
2072610,1005,6,0,4,2,28400
2072816,1004,61,0,2,1,90000
2072823,1702,15,0,6,2,45000
2073016,602,17,0,4,2,82000
2073150,400,6,0,4,1,38600
2073165,1600,6,0,5,2,69000
2073177,1004,20,0,2,2,42400
2073321,1202,23,0,2,2,89200
2073374,400,6,0,2,1,6600
2073449,1404,17,0,2,2,43500
2073545,300,5,0,3,1,61000
2073734,2102,21,0,3,1,63000
2073849,1004,17,0,3,3,111800
2073883,800,17,0,3,2,38700
2073915,700,5,0,2,1,41500
2073989,300,11,0,4,1,3600
2074108,902,26,0,1,2,8000
2074162,800,17,0,5,2,6800
2074213,1803,0,1,1,  ,0
2074268,1500,17,0,2,2,18000
2074375,500,26,0,3,4,99000
2074436,1500,23,0,2,2,38700
2074450,1100,7,0,0,2,0
2074460,1403,32,0,2,5,10600
2074476,1801,0,1,1,  ,0
2074583,1803,46,0,0,7,0
2074651,100,20,0,4,2,43000
2074893,1404,20,0,2,3,134100
2075136,2200,14,0,2,2,39100
2075363,1900,20,0,1,2,5200
2075391,2101,26,0,0,2,0
2075447,1500,18,0,3,2,65700
2075549,1201,24,0,1,2,26000
2075586,1600,17,0,1,2,71900
2075698,1001,0,2,1,  ,0
2075711,2200,29,0,1,3,80000
2075848,1401,17,0,3,4,68500
2076120,2009,32,0,2,1,39200
2076174,1300,23,0,2,5,23000
2076303,1701,6,0,1,2,35000
2076306,1500,10,0,0,2,0
2076499,2005,17,0,2,2,88000
2076625,1401,6,0,3,9,24400
2076657,400,44,0,2,9,61500
2076798,1804,29,0,1,9,10000
2076822,1600,17,0,2,2,30200
2076830,1201,20,0,4,2,68000
2076869,2003,17,0,2,2,13010
2076881,1100,20,0,2,1,45000
2076943,1004,6,0,4,2,72000
2076971,1202,0,1,1,  ,0
2077016,1600,14,0,3,2,77000
2077068,300,14,0,2,1,53600
2077146,1500,17,0,4,2,57300
2077290,1401,14,0,5,1,69600
2077467,2002,35,0,2,7,6500
2077513,2001,20,0,1,8,26000
2077757,2001,23,0,2,6,44000
2077817,1600,11,0,2,2,20700
2077995,2101,21,0,3,2,65000
2078023,1004,23,0,2,2,35600
2078044,1005,26,0,5,2,85400
2078053,2102,6,0,2,2,110500
2078059,2007,20,0,3,2,6800
2078173,400,18,0,3,2,16900
2078193,300,10,0,0,9,0
2078270,1802,26,0,1,8,22900
2078462,200,5,0,2,2,69000
2078513,2101,20,0,2,1,61000
2078559,1802,26,0,2,2,50300
2078595,100,9,0,5,2,67000
2078650,1401,26,0,2,7,48000
2078701,500,23,0,1,8,25400
2078726,2009,23,0,4,2,83210
2078826,500,0,1,1,  ,0
2078837,601,14,0,5,2,87500
2078890,1802,26,0,2,2,33100
2079035,2009,6,0,2,2,72400
2079088,1801,20,0,1,6,28000
2079223,1401,23,0,1,2,40000
2079291,2009,31,0,5,6,61800
2079393,800,27,0,6,1,96000
2079464,1801,0,1,1,  ,0
2079599,1802,26,0,1,9,800
2079633,1004,9,0,1,2,23000
2079675,1404,0,2,1,  ,0
2079769,500,0,1,1,  ,0
2079776,1403,20,0,6,2,97000
2079854,1900,23,0,2,5,249400
2079938,2004,40,0,0,7,0
2080066,1701,27,0,2,2,28000
2080103,1802,0,2,1,  ,0
2080117,400,6,0,2,2,3750
2080126,1702,23,0,1,1,19000
2080284,2002,29,0,2,3,55350
2080302,1803,32,0,3,7,85600
2080341,1401,29,0,3,5,7310
2080352,602,32,0,5,2,69200
2080398,1002,26,0,1,1,29700
2080441,500,44,0,5,7,43900
2080548,1402,32,0,4,2,83900
2080699,200,26,0,1,9,24300
2080813,300,9,0,2,4,27570
2080914,2006,20,0,2,3,77100
2081114,1003,20,0,4,9,47000
2081169,400,5,0,2,2,35000
2081399,2004,17,0,2,2,49000
2081506,1300,13,0,0,6,0
2081512,1900,0,2,1,  ,0
2081868,300,10,0,0,1,0
2082012,300,10,0,0,2,0
2082086,2102,20,0,2,1,21600
2082201,400,17,0,3,2,65000
2082424,1404,14,0,4,3,34180
2082545,200,20,0,1,2,60000
2082607,1802,21,0,2,7,23700
2082649,1701,20,0,0,6,0
2082769,800,6,0,2,2,75500
2083023,1402,18,0,2,2,78500
2083073,2006,23,0,2,2,73000
2083129,2003,23,0,4,2,96840
2083144,2005,17,0,2,2,28700
2083263,1600,20,0,3,2,11500
2083296,1702,12,0,3,2,69600
2083466,1401,24,0,1,5,45000
2083531,1600,7,0,0,2,0
2083675,1402,40,0,4,1,84050
2083693,1804,18,0,1,2,15670
2083695,2200,31,0,3,2,65100
2083765,1402,29,0,2,6,34200
2083914,1300,5,0,3,4,56000
2083960,2002,3,0,0,2,0
2084046,2200,26,0,2,5,72000
2084086,1600,14,0,2,1,21700
2084100,1300,5,0,1,2,40000
2084152,1002,23,0,0,2,0
2084155,2002,35,0,4,2,18000
2084247,1100,5,0,2,2,11100
2084277,1900,24,0,2,2,55270
2084328,1804,17,0,1,5,14820
2084519,800,29,0,2,9,6300
2084563,300,23,0,2,2,52000
2084576,1801,15,0,5,2,76200
2084584,1600,17,0,2,2,17300
2084601,400,17,0,5,3,32000
2084745,1600,26,0,2,2,39600
2084839,1802,11,0,4,2,283900
2084958,500,0,2,1,  ,0
2085068,1701,15,0,2,5,32000
2085105,300,24,0,4,2,87200
2085202,1004,8,0,1,2,41000
2085291,1004,29,0,1,2,14680
2085386,300,10,0,0,2,0
2085394,1402,0,2,1,  ,0
2085418,1201,23,0,1,1,6000
2085434,2200,32,0,1,2,48000
2085553,2008,18,0,4,2,78000
2085581,1500,26,0,2,2,60000
2085649,1402,37,0,0,2,0
2085769,602,23,0,1,2,24200
2085922,1500,26,0,1,3,32000
2085940,1300,14,0,1,2,30000
2085963,2200,21,0,6,2,46900
2085975,2003,23,0,4,2,24980
2085983,1002,20,0,1,2,36600
2085988,800,26,0,1,1,22800
2086120,1701,0,1,1,  ,0
2086164,700,0,2,1,  ,0
2086224,700,12,0,1,4,2900
2086244,800,23,0,4,2,74550
2086312,602,23,0,3,2,65000
2086339,1500,6,0,5,2,43100
2086365,1005,29,0,4,2,58700
2086452,2002,20,0,2,8,69300
2086523,400,5,0,1,4,5200
2086598,1500,9,0,2,2,49000
2086663,1702,0,2,1,  ,0
2086767,700,6,0,0,2,0
2086821,2007,35,0,3,6,54000
2086862,1801,24,0,1,8,50000
2086951,1004,14,0,6,2,76130
2087030,2004,26,0,2,2,30100
2087192,200,20,0,3,2,36200
2087209,1401,29,0,2,1,66100
2087281,700,6,0,2,1,9800
2087370,800,21,0,2,2,40000
2087461,1702,23,0,4,2,70900
2087590,300,17,0,2,2,338400
2087641,2200,10,0,0,4,0
2087733,300,10,0,0,2,0
2087776,2101,23,0,6,2,44450
2087804,1004,26,0,2,2,34900
2087848,1202,23,0,1,2,42900
2088010,1802,18,0,2,2,73400
2088113,1803,26,0,1,8,172000
2088129,2007,29,0,5,2,120040
2088203,300,10,0,0,2,0
2088234,1402,27,0,2,2,50790
2088255,1005,20,0,3,2,56490
2088305,2003,23,0,2,2,74700
2088336,1300,21,0,1,2,18000
2088358,1001,14,0,4,2,76900
2088379,1202,26,0,8,2,63500
2088441,800,20,0,7,1,53880
2088653,700,12,0,1,2,36200
2088681,1002,21,0,3,2,95500
2088700,1403,26,0,4,2,30000
2088739,2008,23,0,2,2,27320
2088798,700,14,0,6,2,36900
2088811,700,12,0,2,7,71250
2088882,1701,6,0,3,2,60070
2088982,1003,20,0,2,10,31000
2089022,901,0,2,1,  ,0
2089136,400,18,0,1,2,6000
2089142,1300,6,0,6,2,129500
2089228,300,8,0,3,1,85000
2089331,1805,23,0,1,2,61050
2089369,1300,8,0,2,3,5900
2089421,1201,26,0,4,9,29400
2089477,2009,32,0,3,2,85000
2089673,1402,24,0,2,2,36600
2089695,601,23,0,3,2,77600
2089739,2101,24,0,1,7,58400
2089768,1805,0,2,1,  ,0
2089848,2004,26,0,1,2,36500
2089999,1702,23,0,2,2,40800
2090058,901,0,1,1,  ,0
2090105,901,12,0,1,1,23500
2090144,1100,17,0,3,2,25800
2090198,700,26,0,2,2,48380
2090221,800,26,0,2,2,50750
2090290,2002,26,0,5,2,99000
2090293,1900,23,0,4,2,93050
2090325,700,4,0,0,1,0
2090328,1900,38,0,1,5,12000
2090441,2001,24,0,0,2,0
2090456,1803,20,0,2,9,90100
2090557,2102,8,0,2,2,77800
2090959,1100,49,0,0,2,0
2091116,800,23,0,2,2,67510
2091379,300,6,0,1,2,13130
2091401,400,20,0,5,2,118300
2091519,602,26,0,4,2,89010
2091585,1005,35,0,2,2,53200
2091647,400,21,0,1,2,30510
2091749,700,17,0,0,2,0
2091776,1804,32,0,3,2,92000
2091792,1500,6,0,3,2,46300
2091990,1500,6,0,2,2,123000
2091998,300,6,0,4,2,16200
2092094,1701,9,0,3,2,73000
2092123,2006,29,0,3,6,4800
2092460,200,16,0,0,2,0
2092487,2200,18,0,4,9,57600
2092531,1702,29,0,2,2,61000
2092575,1100,14,0,5,1,75904
2092596,200,26,0,1,2,71200
2092687,1202,23,0,2,2,71100
2092822,700,6,0,2,2,20500
2092854,400,14,0,4,3,53900
2093055,601,12,0,3,4,30000
2093114,1404,23,0,1,2,21500
2093124,1403,0,2,1,  ,0
2093129,1500,18,0,1,2,0
2093266,500,23,0,2,2,56100
2093354,2007,18,0,2,2,176440
2093530,1402,29,0,2,2,36800
2093539,300,23,0,1,4,8420
2093548,601,17,0,3,2,42200
2093711,1300,5,0,3,2,77600
2093826,100,26,0,1,2,67000
2093887,2003,17,0,4,2,52760
2094017,902,26,0,1,2,38000
2094022,200,18,0,2,2,88400
2094054,1900,18,0,1,2,47000
2094072,1600,20,0,4,2,34000
2094077,1100,12,0,5,4,89000
2094121,1002,21,0,1,2,25100
2094215,1803,29,0,4,2,99740
2094270,1300,23,0,2,2,205000
2094321,1201,29,0,5,2,88000
2094424,400,6,0,1,1,6000
2094489,1004,12,0,2,2,20700
2094490,601,11,0,1,1,12100
2094551,1100,6,0,4,1,52000
2094608,100,23,0,5,1,31900
2094703,300,17,0,0,2,0
2094750,100,6,0,2,2,69060
2094787,1100,11,0,1,1,1000
2094861,500,20,0,3,2,39350
2095012,1002,0,2,1,  ,0
2095048,400,6,0,5,2,18700
2095054,1100,17,0,1,6,0
2095059,1802,26,0,1,5,25500
2095141,1003,29,0,2,2,68100
2095200,300,21,0,3,2,97600
2095476,400,0,2,1,  ,0
2095483,800,15,0,2,2,1800
2095584,1100,15,0,2,3,55000
2095737,2200,20,0,2,6,36000
2095828,1900,32,0,3,3,83700
2095901,602,14,0,3,2,50300
2095950,1600,17,0,3,2,346600
2095995,1804,26,0,3,2,19900
2096015,902,17,0,4,2,58000
2096072,800,15,0,9,2,84400
2096116,2001,29,0,4,2,82500
2096128,1803,0,2,1,  ,0
2096275,1401,17,0,2,2,33500
2096459,2009,26,0,4,1,44800
2096515,602,24,0,1,2,27000
2096585,2004,29,0,4,2,473000
2096746,1702,17,0,3,3,17900
2096766,300,40,0,0,2,0
2096876,2102,29,0,5,2,157000
2096972,1803,0,2,1,  ,0
2096990,1004,15,0,3,2,70400
2097088,1801,23,0,2,2,233500
2097200,1801,23,0,1,7,34000
2097255,1701,0,1,1,  ,0
2097409,1404,17,0,3,2,190000
2097536,2004,26,0,2,2,54400
2097561,2001,18,0,3,3,62000
2097567,500,23,0,2,3,67000
2097715,2003,26,0,2,2,87700
2098082,1600,24,0,1,2,24400
2098268,400,126,0,0,1,0
2098362,400,9,0,3,1,7000
2098466,1002,20,0,4,2,55800
2098630,800,23,0,1,3,17900
2099034,1701,6,0,1,2,48000
2099242,2007,26,0,2,8,0
2099333,500,23,0,0,9,0
2099334,1100,32,0,2,2,15804
2099341,800,29,0,1,2,89200
2099392,902,26,0,3,9,1970
2099422,1300,23,0,1,7,25200
2099424,1300,23,0,2,2,35420
2099459,300,46,0,0,2,0
2099522,300,7,0,0,10,0
2099526,902,20,0,1,10,28700
2099532,800,35,0,5,2,103020
2099549,1801,17,0,2,2,91120
2099559,1404,21,0,5,2,22220
2099639,1701,29,0,3,2,64100
2099643,300,31,0,1,4,21000
2099655,2200,37,0,8,2,33700
2099798,2005,17,0,3,6,58500
2099800,1001,29,0,1,1,17900
2099829,800,15,0,4,2,59700
2099918,400,9,0,5,1,59300
2099928,2002,29,0,1,6,143200
2099972,1805,20,0,2,2,66000
2100012,100,26,0,2,2,66500
2100090,1403,20,0,4,6,18000
2100199,1500,20,0,2,2,166200
2100226,1701,17,0,3,2,109000
2100307,1404,21,0,5,2,72850
2100379,2001,23,0,4,2,82650
2100415,1500,17,0,2,2,46050
2100435,1600,17,0,2,1,22000
2100458,1801,20,0,4,2,62000
2100508,2002,29,0,3,3,40000
2100558,1401,24,0,3,2,45810
2100788,300,17,0,5,1,51500
2100842,200,20,0,1,2,14400
2100919,1402,20,0,2,9,35500
2100992,1404,17,0,4,2,124100
2101113,2002,18,0,3,2,70490
2101304,2002,21,0,1,7,45100
2101343,1005,9,0,4,2,83000
2101368,100,23,0,4,1,31800
2101486,2002,32,0,2,2,65400
2101631,400,5,0,4,2,39400
2101661,1801,23,0,6,5,38600
2101694,1005,9,0,2,1,23200
2101784,100,6,0,5,2,35000
2102098,1300,6,0,1,4,10000
2102174,2101,21,0,7,2,59400
2102178,100,23,0,3,2,40900
2102404,2009,11,0,2,2,132300
2102441,300,24,0,2,2,33700
2102494,2007,17,0,4,2,171760
2102529,1202,26,0,1,2,34460
2102612,1500,26,0,2,2,137950
2102828,400,9,0,3,2,33700
2102829,2009,26,0,2,2,37560
2102869,1500,20,0,1,4,24954
2102894,2003,35,0,2,3,53500
2103021,2003,21,0,4,2,375850
2103041,2005,26,0,3,2,35800
2103152,1600,5,0,3,1,65800
2103288,1801,15,0,2,2,106100
2103567,1802,29,0,2,9,43540
2103583,1002,23,0,4,2,91710
2103596,800,11,0,4,2,74000
2103757,2007,23,0,2,2,48820
2103825,1005,26,0,3,2,64780
2103988,901,26,0,2,2,36100
2104235,2002,20,0,4,2,83000
2104566,2005,17,0,2,2,53400
2104598,1202,29,0,1,1,25100
2104731,1801,38,0,7,5,42300
2104765,1300,20,0,1,7,28000
2104829,1300,35,0,4,2,230200
2104881,200,20,0,3,1,44000
2105041,1500,18,0,1,9,6100
2105149,602,18,0,3,2,76900
2105240,1805,15,0,5,2,70000
2105296,1001,17,0,4,2,77000
2105305,400,10,0,0,2,0
2105392,1804,35,0,3,2,144804
2105446,500,29,0,4,2,42630
2105472,2008,29,0,2,5,52100
2105536,1803,0,2,1,  ,0
2105565,1300,20,0,1,2,25200
2105584,1404,12,0,3,3,40400
2105675,2005,29,0,2,2,42300
2105680,602,15,0,2,2,95000
2105783,1100,6,0,2,2,79280
2105889,1300,11,0,4,4,21200
2105926,700,17,0,1,2,45100
2106037,1701,29,0,4,2,261000
2106084,1600,21,0,2,10,13500
2106197,902,10,0,0,2,0
2106201,2004,21,0,2,9,56490
2106239,1500,7,0,0,1,0
2106372,1003,26,0,1,4,25700
2106484,1404,8,0,4,3,30000
2106662,2007,32,0,1,7,20120
2106666,1404,30,0,0,2,0
2106671,1701,0,1,1,  ,0
2106730,300,17,0,3,2,98140
2106736,1600,26,0,1,2,8700
2106743,1804,20,0,1,8,34900
2106827,1803,32,0,1,8,38020
2106891,1403,29,0,5,2,25600
2107031,1404,26,0,2,1,53000
2107036,1004,20,0,4,2,46300
2107038,500,20,0,4,3,32000
2107129,1900,32,0,4,2,121900
2107142,1300,26,0,4,2,61000
2107160,1403,23,0,3,9,0
2107376,500,21,0,1,2,50100
2107440,2101,21,0,1,1,21170
2107466,1702,20,0,1,2,75000
2107478,1004,17,0,2,2,129190
2107506,1600,11,0,4,2,100000
2107598,2003,29,0,2,2,90200
2107659,902,14,0,4,2,22290
2107685,2005,17,0,2,2,31200
2107708,1701,20,0,4,2,31200
2107784,100,23,0,3,2,92580
2108054,1100,8,0,3,1,55410
2108234,2002,14,0,3,2,48440
2108448,1500,12,0,2,2,81020
2108668,2200,20,0,2,2,122740
2108774,1600,30,0,0,1,0
2108800,400,7,0,0,2,0
2108822,1202,17,0,2,2,51400
2108852,300,11,0,2,2,55250
2108948,1702,17,0,4,5,18010
2108955,1300,23,0,1,5,60000
2109014,1401,29,0,5,2,64000
2109056,2200,29,0,2,3,70770
2109075,2101,18,0,2,2,12660
2109428,1805,26,0,2,8,103000
2109678,400,6,0,2,2,34640
2109852,2200,17,0,4,6,78800
2109889,1803,23,0,2,8,97000
2109923,1300,20,0,4,2,62000
2109942,500,26,0,2,6,17900
2109995,1300,20,0,2,4,43800
2110112,1002,20,0,2,6,37700
2110115,1403,20,0,2,2,61030
2110124,2200,18,0,2,2,90000
2110168,2001,17,0,2,2,103500
2110189,1401,6,0,1,7,32000
2110205,1701,23,0,3,2,42000
2110215,500,17,0,3,8,10200
2110260,400,7,0,0,10,0
2110347,2004,28,0,3,3,36000
2110448,602,20,0,1,5,21000
2110450,700,6,0,3,2,91200
2110472,200,20,0,0,2,0
2110535,1201,20,0,3,2,28500
2110662,2001,24,0,2,2,36250
2110702,1404,20,0,4,2,245000
2110705,2009,29,0,3,2,76700
2110782,1600,9,0,6,1,111000
2110788,1600,15,0,2,6,10000
2110790,500,18,0,2,2,251000
2110806,800,26,0,2,2,49340
2110820,1002,29,0,1,2,25000
2110943,200,21,0,3,2,70800
2111056,2001,17,0,4,2,45200
2111103,100,29,0,4,2,63200
2111104,1300,20,0,4,2,12300
2111118,1300,6,0,2,2,80500
2111148,601,15,0,2,1,31700
2111171,1403,34,0,5,2,54030
2111203,1300,29,0,2,5,51900
2111406,2001,23,0,3,2,152100
2111425,2008,23,0,2,2,36000
2111426,700,26,0,1,5,28590
2111557,2009,18,0,2,2,20000
2111599,1900,29,0,2,2,162800
2111657,901,9,0,2,2,14300
2111661,1804,14,0,3,2,217000
2111679,1803,29,0,2,9,75000
2111715,200,3,0,1,1,8600
2111751,1702,0,2,1,  ,0
2111841,602,20,0,5,2,50000
2111948,1500,20,0,2,2,30000
2112061,1402,15,0,1,5,21000
2112253,1404,23,0,2,4,21800
2112340,2008,21,0,2,2,21700
2112478,2008,28,0,3,4,21000
2112528,1404,23,0,1,2,46000
2112531,1802,17,0,1,2,106100
2112603,1002,29,0,1,2,39300
2112635,2009,26,0,5,2,17140
2112709,700,6,0,2,2,11500
2112902,1701,26,0,2,2,78050
2113009,1100,11,0,5,2,65000
2113046,901,29,0,5,1,30000
2113078,1300,20,0,4,2,72000
2113290,1202,26,0,5,2,39900
2113455,1801,26,0,2,3,35000
2113476,1401,6,0,2,2,34000
2113587,1500,12,0,2,2,42800
2113639,1004,21,0,4,2,82800
2113807,2006,29,0,1,9,90800
2113911,1702,29,0,2,3,27100
2113940,1805,23,0,2,6,18300
2114010,400,3,0,1,1,19900
2114028,1001,20,0,0,8,0
2114035,1001,23,0,4,2,85600
2114088,1401,6,0,5,2,76200
2114190,1801,26,0,1,6,42560
2114266,200,18,0,2,1,54700
2114390,1202,21,0,1,2,33000
2114427,1702,11,0,6,2,79900
2114533,1002,17,0,3,2,100270
2114599,1701,20,0,2,2,10100
2114629,1202,0,2,1,  ,0
2114831,300,9,0,2,2,34000
2114989,400,2,0,5,2,60800
2115026,400,6,0,2,2,46700
2115035,2008,26,0,2,2,35400
2115238,200,43,0,3,2,48400
2115479,601,23,0,4,2,33590
2115482,1202,29,0,2,2,59230
2115541,602,35,0,3,9,341000
2115675,2101,23,0,4,2,72900
